,Artist,Year,AlbumArtist,Album,AlbumURL,Credits
0,Adrian Belew,2020,King Crimson,The Elements: 2020 Tour Box,https://www.allmusic.com/album/the-elements-2020-tour-box-mw0003412098,Composer
1,Adrian Belew,2020,King Crimson,"Live in New Haven, CT, November 16, 2003",https://www.allmusic.com/album/live-in-new-haven-ct-november-16-2003-mw0003348426,"Vocals, Guitar, Composer"
2,Adrian Belew,2020,King Crimson,"Live in Chicago, IL, November 29, 1995",https://www.allmusic.com/album/live-in-chicago-il-november-29-1995-mw0003348086,"Vocals, Guitar, Composer"
3,Adrian Belew,2019,King Crimson,"Projekct Three [Live in Alexandria, Va March 3, 2003]",https://www.allmusic.com/album/projekct-three-live-in-alexandria-va-march-3-2003-mw0003325155,Composer
4,Adrian Belew,2018,David Bowie,Welcome to the Blackout [Live London '78],https://www.allmusic.com/album/welcome-to-the-blackout-live-london-78-mw0003173016,"Guitar, Vocals (Background)"
5,Adrian Belew,2018,Adrian Belew,Mr. Music Head/Inner Revolution,https://www.allmusic.com/album/mr-music-head-inner-revolution-mw0003208895,Primary Artist
6,Adrian Belew,2018,King Crimson,"Live in Vienna, December 1st, 2016",https://www.allmusic.com/album/live-in-vienna-december-1st-2016-mw0003154520,Composer
7,Adrian Belew,2017,King Crimson,The  Elements: 2017 Tour Box,https://www.allmusic.com/album/the-elements-2017-tour-box-mw0003055884,"Composer, Guitar, Vocals"
8,Adrian Belew,2017,Talking Heads,The  Archives,https://www.allmusic.com/album/the-archives-mw0003114150,Composer
9,Adrian Belew,2017,Party Tyme Karaoke,"Party Tyme Karaoke: Billboard Top 40 Karaoke Box Set, Vol. 7",https://www.allmusic.com/album/party-tyme-karaoke-billboard-top-40-karaoke-box-set-vol-7-mw0003096050,Composer
10,Adrian Belew,2017,King Crimson,"Official Bootleg: Live in Chicago, June 28th, 2017",https://www.allmusic.com/album/official-bootleg-live-in-chicago-june-28th-2017-mw0003102844,Composer
11,Adrian Belew,2017,Gizmodrome,Gizmodrome,https://www.allmusic.com/album/gizmodrome-mw0003071825,"Guitar, Group Member, Composer"
12,Adrian Belew,2017,David Bowie,A New Career in a New Town [1977-1982],https://www.allmusic.com/album/a-new-career-in-a-new-town-1977-1982-mw0003081384,"Guitar, Guitar (Rhythm), Mandolin, Vocals (Background)"
13,Adrian Belew,2016,King Crimson,Rehearsals & Blows,https://www.allmusic.com/album/rehearsals-amp-blows-mw0003348428,"Guitar, Group Member"
14,Adrian Belew,2016,King Crimson,Radical Action to Unseat the Hold of Monkey Mind,https://www.allmusic.com/album/radical-action-to-unseat-the-hold-of-monkey-mind-mw0002964721,Composer
15,Adrian Belew,2016,King Crimson,On (And Off) The Road 1981-1984,https://www.allmusic.com/album/on-and-off-the-road-1981-1984-mw0002974867,Spoken Word
16,Adrian Belew,2016,King Crimson,"Live in Toronto, November 20, 2015",https://www.allmusic.com/album/live-in-toronto-november-20-2015-mw0002926480,Composer
17,Adrian Belew,2016,King Crimson,Cap D'agde 1982: Live KC Collectors' Club,https://www.allmusic.com/album/cap-dagde-1982-live-kc-collectors-club-mw0002918281,"Vocals, Guitar, Composer"
18,Adrian Belew,2015,King Crimson,The Elements: 2015 Tour Box,https://www.allmusic.com/album/the-elements-2015-tour-box-mw0002885566,"Guitar, Voices, Composer, Vocals"
19,Adrian Belew,2015,Stick Men,"Midori: Live in Tokyo 2015, Second Show",https://www.allmusic.com/album/midori-live-in-tokyo-2015-second-show-mw0002881705,Composer
20,Adrian Belew,2015,Stick Men,Midori : First Show,https://www.allmusic.com/album/midori--first-show-mw0002882214,Composer
21,Adrian Belew,2015,King Crimson,Live at the Orpheum,https://www.allmusic.com/album/live-at-the-orpheum-mw0002800577,Composer
22,Adrian Belew,2015,Adrian Belew,Live at Rockpalast,https://www.allmusic.com/album/live-at-rockpalast-mw0002850093,Primary Artist
23,Adrian Belew,2015,Mariah Carey,#1 to Infinity,https://www.allmusic.com/album/1-to-infinity-mw0002842935,Composer
24,Adrian Belew,2014,Garland Jeffreys,True Confessions: The Epic Sessions,https://www.allmusic.com/album/true-confessions-the-epic-sessions-mw0002609961,"Bagpipes, Guitar"
25,Adrian Belew,2014,King Crimson,The  Elements: 2014 Tour Box,https://www.allmusic.com/album/the-elements-2014-tour-box-mw0002764052,"Composer, Guitar, Lyricist, Vocals"
26,Adrian Belew,2014,King Crimson,"Live in Milan, June 20th, 2003",https://www.allmusic.com/album/live-in-milan-june-20th-2003-mw0002612785,"Lyricist, Vocals, Guitar, Composer"
27,Adrian Belew,2014,King Crimson,"Live at the Pier, New York, August 2nd, 1982",https://www.allmusic.com/album/live-at-the-pier-new-york-august-2nd-1982-mw0002617898,"Lyricist, Vocals, Guitar, Composer"
28,Adrian Belew,2014,Levin Brothers / Pete Levin / Tony Levin,Levin Brothers,https://www.allmusic.com/album/levin-brothers-mw0002759253,Composer
29,Adrian Belew,2014,Transatlantic,Kaleidoscope,https://www.allmusic.com/album/kaleidoscope-mw0002605426,Composer
30,Adrian Belew,2013,Médéric Collignon / Mederic Collignon / Le Jus De Bocse,À la Recherche du Roi Frippe,https://www.allmusic.com/album/%C3-la-recherche-du-roi-frippe-mw0002540061,Composer
31,Adrian Belew,2013,Paul Simon,The  Complete Album Collection,https://www.allmusic.com/album/the-complete-album-collection-mw0002570331,"Guitar, Guitar (Synthesizer)"
32,Adrian Belew,2013,Robert Palmer,Secrest/Clues/Maybe It's Live,https://www.allmusic.com/album/secrest-clues-maybe-its-live-mw0002563504,Guitar
33,Adrian Belew,2013,Paul Simon,Over the Bridge of Time: A Paul Simon Retrospective (1964-2011),https://www.allmusic.com/album/over-the-bridge-of-time-a-paul-simon-retrospective-1964-2011-mw0002576840,Guitar Synth (Horns)
34,Adrian Belew,2013,Jars of Clay,Inland,https://www.allmusic.com/album/inland-mw0002562016,Guitars
35,Adrian Belew,2013,Nine Inch Nails,Hesitation Marks,https://www.allmusic.com/album/hesitation-marks-mw0002555061,"Electronics, Guitar, Vocals (Background)"
36,Adrian Belew,2012,King Crimson,"Live In Argentina, 1994",https://www.allmusic.com/album/live-in-argentina-1994-mw0002365467,"Lyricist, Vocals, Guitar, Composer"
37,Adrian Belew,2012,Robert Fripp / Travis & Fripp / Theo Travis,Follow,https://www.allmusic.com/album/follow-mw0002410806,Composer
38,Adrian Belew,2012,Jars of Clay,Classic Albums Series: Jars of Clay/Much Afraid,https://www.allmusic.com/album/classic-albums-series-jars-of-clay-much-afraid-mw0002401552,Producer
39,Adrian Belew,2011,Ned Evett,Treehouse,https://www.allmusic.com/album/treehouse-mw0002314815,"Producer, Alarm Clock, Guitar, Organ, Piano"
40,Adrian Belew,2011,Kurt Elling,The Gate,https://www.allmusic.com/album/the-gate-mw0002087189,Composer
41,Adrian Belew,2011,Mariah Carey,The Essential Mariah Carey,https://www.allmusic.com/album/the-essential-mariah-carey-mw0002093503,Composer
42,Adrian Belew,2011,Various,Shame,https://www.allmusic.com/album/shame-mw0000861595,Composer
43,Adrian Belew,2011,Caifanes,Recupera Tus Clásicos,https://www.allmusic.com/album/recupera-tus-cl%C3%A1sicos-mw0002138359,"Direction, Realization"
44,Adrian Belew,2011,Various,Pink Floyd: The Wall - As Performed By,https://www.allmusic.com/album/pink-floyd-the-wall-as-performed-by-mw0002142000,"Guitar, Guitar (Acoustic), Vocals"
45,Adrian Belew,2011,Various,Karaoke Gold: In the Style of Mariah Carey,https://www.allmusic.com/album/karaoke-gold-in-the-style-of-mariah-carey-mw0002099790,Composer
46,Adrian Belew,2011,Frank Zappa,Hammersmith Odeon,https://www.allmusic.com/album/hammersmith-odeon-mw0002246096,"Vocals, Guitar"
47,Adrian Belew,2011,Various,A  Collection of Delicate Diamonds: A Tribute To Pink Floyd,https://www.allmusic.com/album/a-collection-of-delicate-diamonds-a-tribute-to-pink-floyd-mw0002139307,"Guitar, Vocals"
48,Adrian Belew,2010,Jars of Clay,Triple Feature: Jars of Clay/Much Afraid/If I Left the Zoo,https://www.allmusic.com/album/triple-feature-jars-of-clay-much-afraid-if-i-left-the-zoo-mw0002092737,Producer
49,Adrian Belew,2010,Herbie Hancock,The Complete Columbia Album Collection 1972-1988,https://www.allmusic.com/album/the-complete-columbia-album-collection-1972-1988-mw0002003363,"Composer, Guitar"
50,Adrian Belew,2010,King Crimson,"The Collectable King Crimson, Vol. 5: Live in Japan, 1995",https://www.allmusic.com/album/the-collectable-king-crimson-vol-5-live-in-japan-1995-mw0002025741,"Vocals, Guitar, Composer"
51,Adrian Belew,2010,Trent Reznor / Atticus Ross / Trent Reznor & Atticus Ross,The  Social Network [Original Score],https://www.allmusic.com/album/the-social-network-original-score-mw0002055443,Guitar
52,Adrian Belew,2010,Mariah Carey,Playlist: The Very Best of Mariah Carey,https://www.allmusic.com/album/playlist-the-very-best-of-mariah-carey-mw0001953978,Composer
53,Adrian Belew,2010,Various,Hot Tub Time Machine [Original Motion Picture Soundtrack],https://www.allmusic.com/album/hot-tub-time-machine-original-motion-picture-soundtrack-mw0001960958,Guitar
54,Adrian Belew,2010,Tom Tom Club,Genius of Live,https://www.allmusic.com/album/genius-of-live-mw0002029794,Composer
55,Adrian Belew,2010,The New Czars,Doomsday Revolution,https://www.allmusic.com/album/doomsday-revolution-mw0002033049,"Group Member, Composer, Guitar, Sitar (Electric), Soloist, Vocals (Background)"
56,Adrian Belew,2010,Mariah Carey,Daydream/Mariah Carey,https://www.allmusic.com/album/daydream-mariah-carey-mw0001990298,Composer
57,Adrian Belew,2010,Mondo Marcio,Animale in Gabbia,https://www.allmusic.com/album/animale-in-gabbia-mw0001974155,Composer
58,Adrian Belew,2009,Various,"WOW Essentials, Vol. 2: All-Time Favorite Christian Songs",https://www.allmusic.com/album/wow-essentials-vol-2-all-time-favorite-christian-songs-mw0000811711,Producer
59,Adrian Belew,2009,Adrian Belew / Kevin Max,Raven Songs 101,https://www.allmusic.com/album/raven-songs-101-mw0001723116,Primary Artist
60,Adrian Belew,2009,Various,Out Come the Freaks! An Island Post Punk Anthology,https://www.allmusic.com/album/out-come-the-freaks%21-an-island-post-punk-anthology-mw0001353283,Composer
61,Adrian Belew,2009,Caifanes,Lo Esencial de Caifanes,https://www.allmusic.com/album/lo-esencial-de-caifanes-mw0001330261,"Direction, Realization"
62,Adrian Belew,2009,The Crimson Jazz Trio,"King Crimson Songbook, Vol. 2",https://www.allmusic.com/album/king-crimson-songbook-vol-2-mw0000812547,Composer
63,Adrian Belew,2009,Various,"Def Jam 25, Vol. 10: Feature Presentation",https://www.allmusic.com/album/def-jam-25-vol-10-feature-presentation-mw0002395072,Composer
64,Adrian Belew,2009,King Crimson,"Collectable King Crimson, Vol. 4",https://www.allmusic.com/album/collectable-king-crimson-vol-4-mw0000817272,"Member of Attributed Artist, Vocals, Guitar, Composer"
65,Adrian Belew,2009,Sugar Beats,80's Greaties,https://www.allmusic.com/album/80s-greaties-mw0000806807,Composer
66,Adrian Belew,2009,King Crimson,40th Anniversary Tour Box,https://www.allmusic.com/album/40th-anniversary-tour-box-mw0000820018,"Vocals, Guitar, Performer, Group Member"
67,Adrian Belew,2008,Adrian Belew,Young Lions/Pretty Pink Rose,https://www.allmusic.com/album/young-lions-pretty-pink-rose-mw0000800795,"Primary Artist, Producer, Audio Production, Vocals, Duet, Musician, Composer"
68,Adrian Belew,2008,King Crimson,"The Collectable King Crimson, Vol. 3: Live in London, Pts. 1-2 1996",https://www.allmusic.com/album/the-collectable-king-crimson-vol-3-live-in-london-pts-1-2-1996-mw0000785258,"Vocals, Guitar, Composer"
69,Adrian Belew,2008,Mike Zirkel,The Album,https://www.allmusic.com/album/the-album-mw0001918370,"Vocals, Guitar (Synthesizer)"
70,Adrian Belew,2008,Wave Mechanics Union,Second Season,https://www.allmusic.com/album/second-season-mw0001458598,Composer
71,Adrian Belew,2008,Various,"Rock and Roll with Piano, Vol. 13",https://www.allmusic.com/album/rock-and-roll-with-piano-vol-13-mw0000784354,Composer
72,Adrian Belew,2008,Andrew Gorczyca,Reflections: An Act of Glass,https://www.allmusic.com/album/reflections-an-act-of-glass-mw0000811455,"Member of Attributed Artist, Vocals, Guitar"
73,Adrian Belew,2008,Asia,Progressive Rock Friends,https://www.allmusic.com/album/progressive-rock-friends-mw0000801484,"Vocals, Guitar, Primary Artist"
74,Adrian Belew,2008,Various,Playlist: New Wave,https://www.allmusic.com/album/playlist-new-wave-mw0001660635,Guitar
75,Adrian Belew,2008,Cyndi Lauper,Original Album Classics,https://www.allmusic.com/album/original-album-classics-mw0000809880,Main Personnel
76,Adrian Belew,2008,Frank Zappa,One Shot Deal,https://www.allmusic.com/album/one-shot-deal-mw0000793892,Guitar
77,Adrian Belew,2008,King Crimson,"Live in New York, NY 1982",https://www.allmusic.com/album/live-in-new-york-ny-1982-mw0001669562,"Vocals, Guitar"
78,Adrian Belew,2008,Cyndi Lauper,Greatest Hits [Steel Box Collection],https://www.allmusic.com/album/greatest-hits-steel-box-collection-mw0000809724,Main Personnel
79,Adrian Belew,2008,Jars of Clay,Greatest Hits,https://www.allmusic.com/album/greatest-hits-mw0000498025,Producer
80,Adrian Belew,2008,Nine Inch Nails,Ghosts I-IV,https://www.allmusic.com/album/ghosts-i-iv-mw0000783108,"Guest Artist, Main Personnel, Guitar, Marimba, Electronics, Composer"
81,Adrian Belew,2008,Various,Funky Nassau: The Compass Point Story 1980-1986,https://www.allmusic.com/album/funky-nassau-the-compass-point-story-1980-1986-mw0000781624,Composer
82,Adrian Belew,2008,Mariah Carey,E=MC²,https://www.allmusic.com/album/emc%C2%B2-mw0000496749,Composer
83,Adrian Belew,2008,Caifanes,De Caifanes a Jaguares [DVD],https://www.allmusic.com/album/de-caifanes-a-jaguares-dvd-mw0001660008,"Direction, Realization"
84,Adrian Belew,2008,Caifanes / De Caifanes a Jaguares / Jaguares,De Caifanes a Jaguares,https://www.allmusic.com/album/de-caifanes-a-jaguares-mw0000783061,"Direction, Realization"
85,Adrian Belew,2007,Various,Ultra Sexy/Cool: Music for How You Live,https://www.allmusic.com/album/ultra-sexy-cool-music-for-how-you-live-mw0000584833,Primary Artist
86,Adrian Belew,2007,Various,This is Guitar Gods,https://www.allmusic.com/album/this-is-guitar-gods-mw0000780055,Primary Artist
87,Adrian Belew,2007,Paul Simon,The Essential Paul Simon,https://www.allmusic.com/album/the-essential-paul-simon-mw0000745557,"Guitar, Guitar (Synthesizer)"
88,Adrian Belew,2007,Jars of Clay,The Essential Jars of Clay,https://www.allmusic.com/album/the-essential-jars-of-clay-mw0000585019,"Producer, Audio Production, Additional Personnel, Mandolin, Cello, Guitar (Bass), Bass, String Arrangements"
89,Adrian Belew,2007,King Crimson,"The Collectable King Crimson, Vol. 2 Live in Bath 1981",https://www.allmusic.com/album/the-collectable-king-crimson-vol-2-live-in-bath-1981-mw0000479243,"Member of Attributed Artist, Vocals, Guitar, Composer"
90,Adrian Belew,2007,Mariah Carey,The Adventures of Mimi,https://www.allmusic.com/album/the-adventures-of-mimi-mw0001236932,Composer
91,Adrian Belew,2007,Various,Re-Building the Wall: A Tribute to Pink Floyd,https://www.allmusic.com/album/re-building-the-wall-a-tribute-to-pink-floyd-mw0001507520,Primary Artist
92,Adrian Belew,2007,Various,R&B Anthems,https://www.allmusic.com/album/r-amp-b-anthems-mw0001568006,Composer
93,Adrian Belew,2007,Various,Pink Box: Songs of Pink Floyd,https://www.allmusic.com/album/pink-box-songs-of-pink-floyd-mw0000492353,"Vocals, Primary Artist"
94,Adrian Belew,2007,Various,Old School Funk Celebration,https://www.allmusic.com/album/old-school-funk-celebration-mw0000486299,Composer
95,Adrian Belew,2007,Danny Morgan,It's Always Summer,https://www.allmusic.com/album/its-always-summer-mw0001628584,Composer
96,Adrian Belew,2007,Various,Instant Karma: The Amnesty International Campaign to Save Darfur,https://www.allmusic.com/album/instant-karma-the-amnesty-international-campaign-to-save-darfur-mw0000577865,"Producer, Guitar"
97,Adrian Belew,2007,The Bears,Eureka!,https://www.allmusic.com/album/eureka%21-mw0001168621,Composer
98,Adrian Belew,2007,Mariah Carey,Daydream/Butterfly,https://www.allmusic.com/album/daydream-butterfly-mw0001181648,Composer
99,Adrian Belew,2007,Various,"Culture Club, Vol. 5: Pt. 2",https://www.allmusic.com/album/culture-club-vol-5-pt-2-mw0001510399,Composer
100,Adrian Belew,2007,King Crimson,"Collector's Box, Vol. 5: 1995 & After",https://www.allmusic.com/album/collectors-box-vol-5-1995-amp-after-mw0001144840,"Vocals, Guitar"
101,Adrian Belew,2007,King Crimson,"Collector's Box, Vol. 4: 1981-1982",https://www.allmusic.com/album/collectors-box-vol-4-1981-1982-mw0001394490,"Vocals, Guitar, Composer"
102,Adrian Belew,2006,Various,Viva Tin Tan,https://www.allmusic.com/album/viva-tin-tan-mw0000702058,"Didjeridu, Realization"
103,Adrian Belew,2006,Frank Zappa,Trance-Fusion,https://www.allmusic.com/album/trance-fusion-mw0000735222,"Main Personnel, Guitar, Guitar (Rhythm)"
104,Adrian Belew,2006,Sara Hickman,The Motherlode,https://www.allmusic.com/album/the-motherlode-mw0000417437,Guest Artist
105,Adrian Belew,2006,Various,The Greatest 80's Hits of All Time,https://www.allmusic.com/album/the-greatest-80s-hits-of-all-time-mw0001477717,Composer
106,Adrian Belew,2006,Various,The Definitive Groove Collection: Sugar Hill Records,https://www.allmusic.com/album/the-definitive-groove-collection-sugar-hill-records-mw0000582840,Composer
107,Adrian Belew,2006,King Crimson,The Condensed 21st Century Guide to King Crimson: 1969-2003,https://www.allmusic.com/album/the-condensed-21st-century-guide-to-king-crimson-1969-2003-mw0000452868,"Vocals, Guitar, Composer"
108,Adrian Belew,2006,King Crimson,"The Collectors' King Crimson, Vol. 10",https://www.allmusic.com/album/the-collectors-king-crimson-vol-10-mw0000742164,"Vocals, Guitar, Composer"
109,Adrian Belew,2006,Between the Buried and Me,The Anatomy Of,https://www.allmusic.com/album/the-anatomy-of-mw0000722228,Composer
110,Adrian Belew,2006,The 4-Squares,Steve's Hamper,https://www.allmusic.com/album/steves-hamper-mw0000229303,Composer
111,Adrian Belew,2006,Adrian Belew,Side Three,https://www.allmusic.com/album/side-three-mw0000408787,"Primary Artist, Producer, Main Personnel, Vocals, Multi Instruments, Paintings, Composer"
112,Adrian Belew,2006,Various,Return to the Dark Side of the Moon,https://www.allmusic.com/album/return-to-the-dark-side-of-the-moon-mw0000416487,"Featured Artist, Vocals"
113,Adrian Belew,2006,Tony Levin,Resonator,https://www.allmusic.com/album/resonator-mw0000659855,"Guest Artist, Main Personnel, Guitar"
114,Adrian Belew,2006,Various,Pink Floyd's The Wall Revisited,https://www.allmusic.com/album/pink-floyds-the-wall-revisited-mw0000400298,"Vocals, Guitar, Guitar (Acoustic), Primary Artist"
115,Adrian Belew,2006,Various,Old School Celebration,https://www.allmusic.com/album/old-school-celebration-mw0000344933,Composer
116,Adrian Belew,2006,King Crimson,"Live in Munich, September 29, 1982",https://www.allmusic.com/album/live-in-munich-september-29-1982-mw0001638139,"Lyricist, Vocals, Guitar, Composer"
117,Adrian Belew,2006,ProjeKct Two,"Live in Chicago, Il 1998",https://www.allmusic.com/album/live-in-chicago-il-1998-mw0001218543,"Vocals, Electronic Drums, Group Member, Composer"
118,Adrian Belew,2006,King Crimson,"Live at the Wiltern, 1995",https://www.allmusic.com/album/live-at-the-wiltern-1995-mw0001643052,"Guitar, Voices"
119,Adrian Belew,2006,Larry Levan,Journey into Paradise: The Larry Levan Story,https://www.allmusic.com/album/journey-into-paradise-the-larry-levan-story-mw0000721577,Guitar
120,Adrian Belew,2006,Various,Hip Hop Essentials [Box Set],https://www.allmusic.com/album/hip-hop-essentials-box-set-mw0000445743,Composer
121,Adrian Belew,2006,Joe Cocker,Gold,https://www.allmusic.com/album/gold-mw0000346946,"Main Personnel, Guitar"
122,Adrian Belew,2006,Various,Dance Classics: The Ultimate Collection [Universal International],https://www.allmusic.com/album/dance-classics-the-ultimate-collection-universal-international-mw0001442435,Composer
123,Adrian Belew,2005,Various,Wow #1s: 31 of the Greatest Christian Music Hits Ever,https://www.allmusic.com/album/wow-1s-31-of-the-greatest-christian-music-hits-ever-mw0000253097,Producer
124,Adrian Belew,2005,Various,Ultimate 16: Retro '80s,https://www.allmusic.com/album/ultimate-16-retro-80s-mw0000704133,Composer
125,Adrian Belew,2005,Jean-Michel Jarre,The Essential Jean Michel Jarre,https://www.allmusic.com/album/the-essential-jean-michel-jarre-mw0000705394,"Guest Artist, Main Personnel, Guitar, Primary Artist"
126,Adrian Belew,2005,Ol' Dirty Bastard,The Definitive Ol' Dirty Bastard Story,https://www.allmusic.com/album/the-definitive-ol-dirty-bastard-story-mw0000538104,Composer
127,Adrian Belew,2005,King Crimson,"The 21st Century Guide to King Crimson, Vol. 2: 1981-2003",https://www.allmusic.com/album/the-21st-century-guide-to-king-crimson-vol-2-1981-2003-mw0000181648,"Vocals, Guitar, Drums, Composer"
128,Adrian Belew,2005,Talking Heads,Talking Heads,https://www.allmusic.com/album/talking-heads-mw0000176392,Guitar
129,Adrian Belew,2005,Adrian Belew,Side Two,https://www.allmusic.com/album/side-two-mw0000702274,"Primary Artist, Producer, Audio Production, Main Personnel, Vocals, Various Instruments, Guitar, Multi Instruments, Paintings, Composer"
130,Adrian Belew,2005,Adrian Belew,Side One,https://www.allmusic.com/album/side-one-mw0000374383,"Primary Artist, Producer, Audio Production, Main Personnel, Vocals, Various Instruments, Guitar, Paintings, Instrumentation, Composer"
131,Adrian Belew,2005,Various,Of Hands and Hearts: Music for the Tsunami Disaster Fund,https://www.allmusic.com/album/of-hands-and-hearts-music-for-the-tsunami-disaster-fund-mw0000209238,"Producer, Composer, Primary Artist"
132,Adrian Belew,2005,Adrian Belew,Lone Rhino/Twang Bar King,https://www.allmusic.com/album/lone-rhino-twang-bar-king-mw0000187227,"Primary Artist, Producer, Arranger, Audio Production, Main Personnel, Vocals, Guitar, Flute, Flute (Wood), Drums, Percussion, Effects, Composer"
133,Adrian Belew,2005,King Crimson,"Live in Warsaw, 2000",https://www.allmusic.com/album/live-in-warsaw-2000-mw0001394999,"Vocals, Guitar, Composer"
134,Adrian Belew,2005,The Crimson Jazz Trio,"King Crimson Songbook, Vol. 1",https://www.allmusic.com/album/king-crimson-songbook-vol-1-mw0000672766,Composer
135,Adrian Belew,2005,Various,"Hip Hop Essentials, Vol. 1",https://www.allmusic.com/album/hip-hop-essentials-vol-1-mw0000348253,Composer
136,Adrian Belew,2005,Man on Fire,Habitat,https://www.allmusic.com/album/habitat-mw0000425948,"Additional Personnel, Guitar, Guitar (Rhythm), Effects"
137,Adrian Belew,2005,Fission Trip,Fission Trip,https://www.allmusic.com/album/fission-trip-mw0000261776,"Guest Artist, Additional Personnel, Guitar"
138,Adrian Belew,2005,Jean-Michel Jarre,Equinoxe/Zoolook,https://www.allmusic.com/album/equinoxe-zoolook-mw0000519743,"Guitar, Effects"
139,Adrian Belew,2005,Porcupine Tree,Deadwing,https://www.allmusic.com/album/deadwing-mw0000142633,"Guest Artist, Guitar, Soloist"
140,Adrian Belew,2005,Jaguares,Cronicas de un Laberinto,https://www.allmusic.com/album/cronicas-de-un-laberinto-mw0000207745,"Additional Personnel, Guitar, Koto, Keyboards, Vocals (Background), Coros"
141,Adrian Belew,2005,Various,Back Against the Wall: A Tribute to Pink Floyd,https://www.allmusic.com/album/back-against-the-wall-a-tribute-to-pink-floyd-mw0000170553,"Guest Artist, Vocals, Guitar (Acoustic), Featured Artist, Guitar"
142,Adrian Belew,2005,Saul Zonana,42 Days,https://www.allmusic.com/album/42-days-mw0000149392,"Producer, Audio Production, Main Personnel, Vocals, Guitar"
143,Adrian Belew,2005,Various,"12""/'80s/2",https://www.allmusic.com/album/12-quot-80s-2-mw0000688780,Composer
144,Adrian Belew,2004,Joe Cocker,Ultimate Collection [Hip-O],https://www.allmusic.com/album/ultimate-collection-hip-o-mw0002310437,Guitar
145,Adrian Belew,2004,Patti Smith,Trampin',https://www.allmusic.com/album/trampin-mw0000339125,Composer
146,Adrian Belew,2004,Culture,This Is Crucial Reggae,https://www.allmusic.com/album/this-is-crucial-reggae-mw0000211027,"Composer, Primary Artist"
147,Adrian Belew,2004,Paul Simon,The Studio Recordings 1972-2000,https://www.allmusic.com/album/the-studio-recordings-1972-2000-mw0000470471,"Guitar, Guitar (Synthesizer)"
148,Adrian Belew,2004,Vitamin String Quartet,The String Quartet Tribute to Mariah Carey,https://www.allmusic.com/album/the-string-quartet-tribute-to-mariah-carey-mw0000205540,Composer
149,Adrian Belew,2004,Cyndi Lauper,The Collection,https://www.allmusic.com/album/the-collection-mw0000656096,"Guest Artist, Arranger, Guitar"
